"block","row","col","pop","mf","rep","bud.date","flower.date","fruit.date","last.FR.date","last.FL.date","death.date","Notes","planting_date","bud.date_dt","flower.date_dt","fruit.date_dt","last.FR.date_dt","last.FL.date_dt","death.date_dt"
"H1",1,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H1",1,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H1",2,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H1",2,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H1",3,"A","BH",7,8,NA,NA,NA,NA,NA,2023-01-06,NA,2022-11-27,NA,NA,NA,NA,NA,40
"H1",3,"B","SQ2",1,10,NA,NA,NA,NA,NA,2023-01-20,NA,2022-11-27,NA,NA,NA,NA,NA,54
"H1",4,"A","YO7",2,9,NA,NA,NA,NA,NA,2023-03-03,NA,2022-11-27,NA,NA,NA,NA,NA,96
"H1",4,"B","BH",2,12,2023-05-30,NA,NA,NA,NA,2023-06-23,NA,2022-11-27,184,NA,NA,NA,NA,208
"H1",5,"A","SQ1",7,15,NA,NA,NA,NA,NA,2023-04-24,NA,2022-11-27,NA,NA,NA,NA,NA,148
"H1",5,"B","SC",4,2,2023-05-11,NA,NA,NA,NA,2023-06-23,NA,2022-11-27,165,NA,NA,NA,NA,208
"H1",6,"A","WL1",6,24,NA,NA,NA,NA,NA,2023-03-31,NA,2022-11-27,NA,NA,NA,NA,NA,124
"H1",6,"B","LV3",5,2,NA,NA,NA,NA,NA,2023-03-17,NA,2022-11-27,NA,NA,NA,NA,NA,110
"H1",7,"A","WR",2,7,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H1",7,"B","SQ1",1,2,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H1",8,"A","LV3",4,2,NA,NA,NA,NA,NA,2023-03-17,NA,2022-11-27,NA,NA,NA,NA,NA,110
"H1",8,"B","BH",3,9,NA,NA,NA,NA,NA,2023-09-05,NA,2022-11-27,NA,NA,NA,NA,NA,282
"H1",9,"A","WL1",6,8,NA,NA,NA,NA,NA,2023-04-24,NA,2022-11-27,NA,NA,NA,NA,NA,148
"H1",9,"B","LV3",7,5,NA,NA,NA,NA,NA,2023-01-27,NA,2022-11-27,NA,NA,NA,NA,NA,61
"H1",10,"A","WL2",4,4,NA,NA,NA,NA,NA,2023-07-17,NA,2022-11-27,NA,NA,NA,NA,NA,232
"H1",10,"B","WL1",1,24,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H1",11,"A","WL1",2,4,NA,NA,NA,NA,NA,2023-03-31,NA,2022-11-27,NA,NA,NA,NA,NA,124
"H1",11,"B","CC",7,2,NA,NA,NA,NA,NA,2023-05-01,NA,2022-11-27,NA,NA,NA,NA,NA,155
"H1",12,"A","YO8",3,5,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H1",12,"B","FR",2,8,2023-04-17,NA,NA,NA,NA,2023-05-22,NA,2022-11-27,141,NA,NA,NA,NA,176
"H1",13,"A","LVTR1",3,10,NA,NA,NA,NA,NA,2023-04-10,NA,2022-11-27,NA,NA,NA,NA,NA,134
"H1",13,"B","CP2",3,3,NA,NA,NA,NA,NA,2023-06-05,NA,2022-11-27,NA,NA,NA,NA,NA,190
"H1",14,"A","BH",5,3,NA,NA,NA,NA,NA,2023-07-06,NA,2022-11-27,NA,NA,NA,NA,NA,221
"H1",14,"B","WL1",5,11,NA,NA,NA,NA,NA,2023-02-24,NA,2022-11-27,NA,NA,NA,NA,NA,89
"H1",15,"A","CP2",8,1,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H1",15,"B","CC",3,3,2023-04-10,NA,NA,NA,NA,2023-05-08,NA,2022-11-27,134,NA,NA,NA,NA,162
"H1",16,"A","CC",4,10,2023-04-17,NA,NA,NA,NA,2023-05-22,NA,2022-11-27,141,NA,NA,NA,NA,176
"H1",16,"B","CC",6,6,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H1",17,"A","BH",4,6,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H1",17,"B","DPR",5,2,2023-03-22,2023-04-13,NA,NA,NA,2023-05-22,NA,2022-11-27,115,137,NA,NA,NA,176
"H1",18,"A","FR",1,11,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H1",18,"B","BH",5,18,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H1",19,"A","TM2",5,1,2023-03-17,2023-04-13,2023-04-24,2023-05-18,NA,2023-05-22,NA,2022-11-27,110,137,148,172,NA,176
"H1",19,"B","SQ1",7,7,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H1",20,"A","FR",6,3,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H1",20,"B","IH",1,9,NA,NA,NA,NA,NA,2023-04-24,NA,2022-11-27,NA,NA,NA,NA,NA,148
"H2",21,"A","CC",3,5,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H2",21,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H2",22,"A","SQ2",8,3,NA,NA,NA,NA,NA,2023-02-10,NA,2022-11-27,NA,NA,NA,NA,NA,75
"H2",22,"B","IH",1,11,NA,NA,NA,NA,NA,2023-01-06,NA,2022-11-27,NA,NA,NA,NA,NA,40
"H2",23,"A","YO7",2,3,NA,NA,NA,NA,NA,2023-03-10,NA,2022-11-27,NA,NA,NA,NA,NA,103
"H2",23,"B","WL1",1,15,NA,NA,NA,NA,NA,2023-03-31,NA,2022-11-27,NA,NA,NA,NA,NA,124
"H2",24,"A","WR",1,1,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H2",24,"B","BH",5,29,2023-05-05,2023-05-18,2023-05-22,2023-06-23,2023-06-29,2023-09-05,NA,2022-11-27,159,172,176,208,214,282
"H2",25,"A","IH",4,5,NA,NA,NA,NA,NA,2023-05-15,NA,2022-11-27,NA,NA,NA,NA,NA,169
"H2",25,"B","WL1",7,20,NA,NA,NA,NA,NA,2023-02-10,NA,2022-11-27,NA,NA,NA,NA,NA,75
"H2",26,"A","DPR",4,13,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H2",26,"B","LV3",1,14,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H2",27,"A","BH",5,4,NA,NA,NA,NA,NA,2023-03-03,NA,2022-11-27,NA,NA,NA,NA,NA,96
"H2",27,"B","SQ1",4,2,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H2",28,"A","WL1",1,8,NA,NA,NA,NA,NA,2023-01-27,NA,2022-11-27,NA,NA,NA,NA,NA,61
"H2",28,"B","SC",5,4,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H2",29,"A","IH",7,14,NA,NA,NA,NA,NA,2023-10-16,NA,2022-11-27,NA,NA,NA,NA,NA,323
"H2",29,"B","BH",5,19,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H2",30,"A","WL1",2,5,NA,NA,NA,NA,NA,2023-01-12,NA,2022-11-27,NA,NA,NA,NA,NA,46
"H2",30,"B","WL1",1,25,NA,NA,NA,NA,NA,2023-04-17,NA,2022-11-27,NA,NA,NA,NA,NA,141
"H2",31,"A","SQ1",7,8,NA,NA,NA,NA,NA,2023-03-03,NA,2022-11-27,NA,NA,NA,NA,NA,96
"H2",31,"B","YO8",3,6,NA,NA,NA,NA,NA,2023-04-17,NA,2022-11-27,NA,NA,NA,NA,NA,141
"H2",32,"A","YO11",2,3,NA,NA,NA,NA,NA,2023-01-12,NA,2022-11-27,NA,NA,NA,NA,NA,46
"H2",32,"B","SQ2",1,13,NA,NA,NA,NA,NA,2023-02-10,NA,2022-11-27,NA,NA,NA,NA,NA,75
"H2",33,"A","BH",3,10,NA,NA,NA,NA,NA,2023-02-03,NA,2022-11-27,NA,NA,NA,NA,NA,68
"H2",33,"B","BH",4,7,NA,NA,NA,NA,NA,2023-09-05,NA,2022-11-27,NA,NA,NA,NA,NA,282
"H2",34,"A","SC",4,3,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H2",34,"B","CC",4,7,NA,NA,NA,NA,NA,2023-03-31,NA,2022-11-27,NA,NA,NA,NA,NA,124
"H2",35,"A","TM2",5,5,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H2",35,"B","CC",6,5,NA,NA,NA,NA,NA,2023-01-12,NA,2022-11-27,NA,NA,NA,NA,NA,46
"H2",36,"A","LV3",1,1,NA,NA,NA,NA,NA,2023-01-06,NA,2022-11-27,NA,NA,NA,NA,NA,40
"H2",36,"B","TM2",3,1,2023-03-22,2023-04-17,2023-04-24,2023-05-15,2023-06-05,2023-06-15,NA,2022-11-27,115,141,148,169,190,200
"H2",37,"A","LV3",6,4,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H2",37,"B","FR",6,7,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H2",38,"A","CP3",5,9,NA,NA,NA,NA,NA,2023-02-03,NA,2022-11-27,NA,NA,NA,NA,NA,68
"H2",38,"B","FR",3,5,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H2",39,"A","BH",7,9,NA,NA,NA,NA,NA,2023-02-10,NA,2022-11-27,NA,NA,NA,NA,NA,75
"H2",39,"B","BH",6,2,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H2",40,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H2",40,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H2",41,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H2",41,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H1",1,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H1",1,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H1",2,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H1",2,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H1",3,"C","WL1",1,14,NA,NA,NA,NA,NA,2023-03-03,NA,2022-11-27,NA,NA,NA,NA,NA,96
"H1",3,"D","IH",4,4,NA,NA,NA,NA,NA,2023-01-20,NA,2022-11-27,NA,NA,NA,NA,NA,54
"H1",4,"C","SC",6,2,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H1",4,"D","WL2",3,7,NA,NA,NA,NA,NA,2023-04-10,NA,2022-11-27,NA,NA,NA,NA,NA,134
"H1",5,"C","BH",5,28,NA,NA,NA,NA,NA,2023-03-17,NA,2022-11-27,NA,NA,NA,NA,NA,110
"H1",5,"D","SQ2",6,7,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H1",6,"C","TM2",1,5,2023-03-22,NA,NA,NA,NA,2023-05-08,NA,2022-11-27,115,NA,NA,NA,NA,162
"H1",6,"D","LV3",4,1,NA,NA,NA,NA,NA,2023-03-17,NA,2022-11-27,NA,NA,NA,NA,NA,110
"H1",7,"C","DPR",2,10,NA,NA,NA,NA,NA,2023-04-10,NA,2022-11-27,NA,NA,NA,NA,NA,134
"H1",7,"D","CP3",9,1,NA,NA,NA,NA,NA,2022-12-13,NA,2022-11-27,NA,NA,NA,NA,NA,16
"H1",8,"C","SQ1",6,7,NA,NA,NA,NA,NA,2023-03-31,NA,2022-11-27,NA,NA,NA,NA,NA,124
"H1",8,"D","YO11",5,13,NA,NA,NA,NA,NA,2023-04-03,NA,2022-11-27,NA,NA,NA,NA,NA,127
"H1",9,"C","IH",4,22,NA,NA,NA,NA,NA,2023-01-12,NA,2022-11-27,NA,NA,NA,NA,NA,46
"H1",9,"D","CC",2,2,NA,NA,NA,NA,NA,2023-03-03,NA,2022-11-27,NA,NA,NA,NA,NA,96
"H1",10,"C","BH",6,11,NA,NA,NA,NA,NA,2023-07-10,NA,2022-11-27,NA,NA,NA,NA,NA,225
"H1",10,"D","WL1",7,5,NA,NA,NA,NA,NA,2023-05-08,NA,2022-11-27,NA,NA,NA,NA,NA,162
"H1",11,"C","WL1",1,7,NA,NA,NA,NA,NA,2023-04-10,NA,2022-11-27,NA,NA,NA,NA,NA,134
"H1",11,"D","WL1",4,4,NA,NA,NA,NA,NA,2023-05-08,NA,2022-11-27,NA,NA,NA,NA,NA,162
"H1",12,"C","SQ1",2,5,NA,NA,NA,NA,NA,2023-05-08,NA,2022-11-27,NA,NA,NA,NA,NA,162
"H1",12,"D","SQ3",7,7,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H1",13,"C","WL1",6,14,NA,NA,NA,NA,NA,2023-01-06,NA,2022-11-27,NA,NA,NA,NA,NA,40
"H1",13,"D","YO7",8,2,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H1",14,"C","LV3",8,2,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H1",14,"D","SC",5,3,NA,NA,NA,NA,NA,2023-09-05,NA,2022-11-27,NA,NA,NA,NA,NA,282
"H1",15,"C","CP2",3,10,2023-05-18,2023-05-25,2023-05-30,2023-07-17,2023-08-07,2023-09-05,NA,2022-11-27,172,179,184,232,253,282
"H1",15,"D","BH",5,13,NA,NA,NA,NA,NA,2023-04-03,NA,2022-11-27,NA,NA,NA,NA,NA,127
"H1",16,"C","CP2",10,2,NA,NA,NA,NA,NA,2023-03-24,NA,2022-11-27,NA,NA,NA,NA,NA,117
"H1",16,"D","IH",7,6,NA,NA,NA,NA,NA,2023-05-15,NA,2022-11-27,NA,NA,NA,NA,NA,169
"H1",17,"C","BH",2,2,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H1",17,"D","TM2",2,13,NA,NA,NA,NA,NA,2023-03-03,NA,2022-11-27,NA,NA,NA,NA,NA,96
"H1",18,"C","LV3",1,10,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H1",18,"D","WL1",7,19,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H1",19,"C","BH",7,21,NA,NA,NA,NA,NA,2023-04-17,NA,2022-11-27,NA,NA,NA,NA,NA,141
"H1",19,"D","LV1",4,5,NA,NA,NA,NA,NA,2023-03-03,NA,2022-11-27,NA,NA,NA,NA,NA,96
"H1",20,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H1",20,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H2",21,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H2",21,"D","WL1",6,25,NA,NA,NA,NA,NA,2023-02-10,NA,2022-11-27,NA,NA,NA,NA,NA,75
"H2",22,"C","LV3",2,2,NA,NA,NA,NA,NA,2023-01-20,NA,2022-11-27,NA,NA,NA,NA,NA,54
"H2",22,"D","BH",2,3,NA,NA,NA,NA,NA,2023-03-31,NA,2022-11-27,NA,NA,NA,NA,NA,124
"H2",23,"C","BH",7,22,NA,NA,NA,NA,NA,2023-06-05,NA,2022-11-27,NA,NA,NA,NA,NA,190
"H2",23,"D","WL1",6,9,NA,NA,NA,NA,NA,2023-03-03,NA,2022-11-27,NA,NA,NA,NA,NA,96
"H2",24,"C","LV3",8,6,NA,NA,NA,NA,NA,2023-04-10,NA,2022-11-27,NA,NA,NA,NA,NA,134
"H2",24,"D","YO8",7,9,NA,NA,NA,NA,NA,2023-01-20,NA,2022-11-27,NA,NA,NA,NA,NA,54
"H2",25,"C","DPR",2,6,2023-03-22,NA,NA,NA,NA,2023-05-01,NA,2022-11-27,115,NA,NA,NA,NA,155
"H2",25,"D","WL2",4,5,NA,NA,NA,NA,NA,2023-01-20,NA,2022-11-27,NA,NA,NA,NA,NA,54
"H2",26,"C","WL1",4,5,NA,NA,NA,NA,NA,2023-02-24,NA,2022-11-27,NA,NA,NA,NA,NA,89
"H2",26,"D","SQ2",6,8,NA,NA,NA,NA,NA,2023-02-10,NA,2022-11-27,NA,NA,NA,NA,NA,75
"H2",27,"C","LV3",1,11,NA,NA,NA,NA,NA,2023-01-27,NA,2022-11-27,NA,NA,NA,NA,NA,61
"H2",27,"D","BH",6,12,NA,NA,NA,NA,NA,2023-03-03,NA,2022-11-27,NA,NA,NA,NA,NA,96
"H2",28,"C","WL1",3,1,NA,NA,NA,NA,NA,2023-02-24,NA,2022-11-27,NA,NA,NA,NA,NA,89
"H2",28,"D","SQ1",1,3,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H2",29,"C","FR",1,13,NA,NA,NA,NA,NA,2023-03-17,NA,2022-11-27,NA,NA,NA,NA,NA,110
"H2",29,"D","LV3",7,6,NA,NA,NA,NA,NA,2023-04-10,NA,2022-11-27,NA,NA,NA,NA,NA,134
"H2",30,"C","WL2",1,8,NA,NA,NA,NA,NA,2023-01-12,NA,2022-11-27,NA,NA,NA,NA,NA,46
"H2",30,"D","TM2",1,6,2023-03-22,NA,NA,NA,NA,2023-05-15,NA,2022-11-27,115,NA,NA,NA,NA,169
"H2",31,"C","CP2",6,10,NA,NA,NA,NA,NA,2023-02-24,NA,2022-11-27,NA,NA,NA,NA,NA,89
"H2",31,"D","YO11",7,1,NA,NA,NA,NA,NA,2023-02-03,NA,2022-11-27,NA,NA,NA,NA,NA,68
"H2",32,"C","SC",6,3,2023-04-27,2023-05-11,2023-05-22,2023-06-05,NA,2023-06-23,NA,2022-11-27,151,165,176,190,NA,208
"H2",32,"D","CP2",3,4,NA,NA,NA,NA,NA,2023-03-10,NA,2022-11-27,NA,NA,NA,NA,NA,103
"H2",33,"C","LVTR1",3,12,NA,NA,NA,NA,NA,2023-03-03,NA,2022-11-27,NA,NA,NA,NA,NA,96
"H2",33,"D","FR",6,4,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H2",34,"C","CP2",3,6,NA,NA,NA,NA,NA,2023-03-10,NA,2022-11-27,NA,NA,NA,NA,NA,103
"H2",34,"D","LV3",5,3,NA,NA,NA,NA,NA,2023-03-03,NA,2022-11-27,NA,NA,NA,NA,NA,96
"H2",35,"C","BH",2,13,NA,NA,NA,NA,NA,2023-04-17,NA,2022-11-27,NA,NA,NA,NA,NA,141
"H2",35,"D","SQ1",7,16,NA,NA,NA,NA,NA,2023-02-10,NA,2022-11-27,NA,NA,NA,NA,NA,75
"H2",36,"C","CC",2,1,NA,NA,NA,NA,NA,2023-04-03,NA,2022-11-27,NA,NA,NA,NA,NA,127
"H2",36,"D","WL2",5,3,NA,NA,NA,NA,NA,2023-02-10,NA,2022-11-27,NA,NA,NA,NA,NA,75
"H2",37,"C","CP2",9,1,NA,NA,NA,NA,NA,2023-02-10,NA,2022-11-27,NA,NA,NA,NA,NA,75
"H2",37,"D","IH",7,7,NA,NA,NA,NA,NA,2023-03-03,NA,2022-11-27,NA,NA,NA,NA,NA,96
"H2",38,"C","WL1",7,6,NA,NA,NA,NA,NA,2023-02-17,NA,2022-11-27,NA,NA,NA,NA,NA,82
"H2",38,"D","SQ3",6,10,NA,NA,NA,NA,NA,2023-03-10,NA,2022-11-27,NA,NA,NA,NA,NA,103
"H2",39,"C","WL1",6,15,NA,NA,NA,NA,NA,2023-01-20,NA,2022-11-27,NA,NA,NA,NA,NA,54
"H2",39,"D","SC",2,11,NA,NA,NA,NA,NA,2023-02-10,NA,2022-11-27,NA,NA,NA,NA,NA,75
"H2",40,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H2",40,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H2",41,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"H2",41,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"J1",0,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"J1",1,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"J1",1,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"J1",2,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"J1",2,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-27,NA,NA,NA,NA,NA,NA
"J1",3,"A","WL1",6,26,NA,NA,NA,NA,NA,2023-04-10,NA,2022-11-27,NA,NA,NA,NA,NA,134
"J1",3,"B","BH",6,13,NA,NA,NA,NA,NA,2023-02-10,NA,2022-11-27,NA,NA,NA,NA,NA,75
"J1",4,"A","SQ1",7,9,NA,NA,NA,NA,NA,2023-04-03,NA,2022-11-27,NA,NA,NA,NA,NA,127
