block ,bed ,row ,col ,unique.ID ,bud.date ,flower.date ,fruit.date ,last.FL.date ,last.FR.date ,death.date ,missing.date,survey.notes 
I ,E ,45,B ,142,,,,,,6/25/24,,
I ,E ,46,A ,1147,,,,,,6/25/24,,
NA ,E ,46,B ,IH_3_11 ,7/2/24,7/30/24,8/6/24,8/27/24,9/3/24,10/16/24,,8/20 tape 10/9 harvested 
NA ,E ,47,A ,BH_4_11 ,6/25/24,7/16/24,7/16/24,8/13/24,8/13/24,9/10/24,,9/3 missing tag/ uprooted 
I ,E ,47,B ,505,,,,,,7/2/24,,6/25/24 wilting 
NA ,E ,48,A ,SC_5_11 ,6/25/24,7/30/24,8/13/24,8/27/24,9/3/24,10/9/24,,10/9 harvested 
I ,E ,48,B ,1037,,,,,,6/25/24,,
NA ,E ,49,A ,YO7_4_3 ,6/18/24,6/25/24,7/16/24,8/6/24,8/13/24,,,6/25/24 started budding last week 
NA ,E ,49,B ,TM2_6_4 ,6/25/24,,7/23/24,8/27/24,8/27/24,10/9/24,,7/23 missed FL date 8/20 tape 10/9 harvested 
I ,E ,50,A ,774,,,,,,7/2/24,,6/25/24 wilting 
I ,E ,50,B ,1193,,,,,,,,
I ,E ,51,A ,334,,,,,,,,
I ,E ,51,B ,NA ,,,,,,,,
I ,E ,52,A ,buffer ,,,,,,,,
I ,E ,52,B ,buffer ,,,,,,,,
I ,E ,53,A ,buffer ,,,,,,,,
I ,E ,53,B ,buffer ,,,,,,,,
H ,E ,1,C ,buffer ,,,,,,,,
H ,E ,1,D ,buffer ,,,,,,,,
H ,E ,2,C ,buffer ,,,,,,,,
H ,E ,2,D ,buffer ,,,,,,,,
H ,E ,3,C ,buffer ,,,,,,,,
H ,E ,3,D ,buffer ,,,,,,,,
H ,E ,4,C ,1457,,,,,,7/23/24,,
H ,E ,4,D ,1234,,,,,,7/2/24,,
H ,E ,5,C ,250,,,,,,7/2/24,,6/25/24 wilted 
H ,E ,5,D ,875,,,,,,7/2/24,,
H ,E ,6,C ,527,,,,,,7/2/24,,6/25/24 wilted 
H ,E ,6,D ,743,,,,,,6/18/24,,
H ,E ,7,C ,1103,,,,,,6/18/24,,
H ,E ,7,D ,1406,,,,,,,,
H ,E ,8,C ,1212,,,,,,7/9/24,,6/25/24 roots exposed 
H ,E ,8,D ,486,,,,,,7/2/24,,6/25/24 wilting 
H ,E ,9,C ,293,,,,,,7/2/24,,
H ,E ,9,D ,1335,,,,,,7/23/24,,
H ,E ,10,C ,1247,,,,,,7/2/24,,6/25/24 wilting 
H ,E ,10,D ,1192,,,,,,7/2/24,,6/25/24 wilting 
H ,E ,11,C ,682,,,,,,6/18/24,,
H ,E ,11,D ,378,,,,,,7/2/24,,6/25/24 wilting 
H ,E ,12,C ,235,,,,,,7/2/24,,6/25/24 wilting 
H ,E ,12,D ,909,,,,,,7/9/24,,6/25/24 wilting 7/2/24 wilting 
H ,E ,13,C ,605,,,,,,7/23/24,,
H ,E ,13,D ,1490,,,,,,,,
H ,E ,14,C ,308,,,,,,7/2/24,,6/25/24 wilting 
H ,E ,14,D ,437,,,,,,8/13/24,,
H ,E ,15,C ,517,,,,,,7/2/24,,6/25/24 wilting 
H ,E ,16,C ,140,,,,,,6/25/24,,
H ,E ,17,C ,116,,,,,,7/2/24,,6/25/24 wilting 
H ,E ,17,D ,545,,,,,,7/2/24,,6/25/24 roots exposed 
H ,E ,18,C ,1167,,,,,,7/2/24,,6/25/24 wilted 
H ,E ,18,D ,178,,,,,,7/2/24,,6/25/24 wilted 
H ,E ,19,C ,1388,,,,,,7/9/24,,7/2/24 wilting 
H ,E ,19,D ,255,,,,,,,,
H ,E ,20,C ,NA ,,,,,,,,
NA ,E ,20,D ,BH_2_10 ,6/25/24,7/2/24,7/16/24,8/13/24,8/13/24,9/10/24,,8/20 tape 9/10 end of life cycle 
NA ,E ,21,C ,YO7_5_5 ,,,,,,6/18/24,,
H ,E ,21,D ,NA ,,,,,,,,
I ,E ,22,C ,568,,,,,,7/2/24,,
I ,E ,22,D ,1235,,,,,,8/13/24,,
NA ,E ,23,C ,BH_1_10 ,,,,,,6/18/24,,
NA ,E ,23,D ,IH_5_10 ,6/25/24,7/16/24,,,,8/6/24,,7/23 dying 
I ,E ,24,C ,272,,,,,,7/2/24,,6/25/24 wilted 
I ,E ,24,D ,117,,,,,,7/9/24,,6/25/24 wilted 
I ,E ,25,C ,244,,,,,,7/9/24,,
I ,E ,25,D ,637,,,,,,NA,10/16/24,10/16 missing hole 
I ,E ,26,C ,106,,,,,,6/25/24,,
I ,E ,26,D ,26,,,,,,6/25/24,,
NA ,E ,27,C ,BH_4_10 ,6/25/24,7/16/24,7/23/24,8/27/24,9/3/24,10/9/24,,5/20 tape 
I ,E ,27,D ,79,,,,,,,,
I ,E ,28,C ,744,,,,,,7/2/24,,6/25/24 roots exposed 
I ,E ,28,D ,9,,,,,,6/18/24,,Very small / burried under soil at planting 
I ,E ,29,C ,182,,,,,,7/9/24,,
NA ,E ,29,D ,IH_4_10 ,6/25/24,7/23/24,7/30/24,8/27/24,9/3/24,,,8/20 tape/ 10/2 new buds/ 10/9 taped
I ,E ,41,C ,956,,,,,,8/13/24,,
I ,E ,41,D ,904,,,,,,6/25/24,,
I ,E ,42,C ,1424,,,,,,8/13/24,,
I ,E ,42,D ,256,,,,,,8/6/24,,
I ,E ,43,C ,1259,,,,,,6/25/24,,
NA ,E ,43,D ,IH_1_10 ,6/25/24,7/23/24,7/30/24,8/13/24,8/13/24,9/3/24,,
I ,E ,44,C ,470,,,,,,7/2/24,,6/25/24 wilted 
I ,E ,44,D ,940,,,,,,6/25/24,,
I ,E ,45,C ,1120,,,,,,6/25/24,,
I ,E ,45,D ,471,,,,,,6/25/24,,
I ,E ,46,C ,594,,,,,,6/25/24,,Broken stem at planting 
I ,E ,46,D ,549,,,,,,6/18/24,,
I ,E ,47,C ,216,,,,,,7/2/24,,6/25/24 wilted 
I ,E ,47,D ,500,,,,,,7/2/24,,
I ,E ,48,C ,328,,,,,,10/9/24,,9/10/24 only stem 
I ,E ,48,D ,728,,,,,,7/2/24,,6/25/24 wilted 
I ,E ,49,C ,380,,,,,,,,
I ,E ,49,D ,519,,,,,,7/16/24,,
I ,E ,50,C ,318,,,,,,7/2/24,,
NA ,E ,50,D ,IH_5_11 ,6/25/24,7/16/24,7/23/24,8/6/24,8/6/24,8/27/24,,8/13/24 Harvest fruit 
I ,E ,51,C ,NA ,,,,,,,,
I ,E ,51,D ,NA ,,,,,,,,
I ,E ,52,C ,buffer ,,,,,,,,
I ,E ,52,D ,buffer ,,,,,,,,
I ,E ,53,C ,buffer ,,,,,,,,
I ,E ,53,D ,buffer ,,,,,,,,
J ,F ,1,A ,buffer ,,,,,,,,
J ,F ,1,B ,buffer ,,,,,,,,
J ,F ,2,A ,buffer ,,,,,,,,
J ,F ,2,B ,buffer ,,,,,,,,
J ,F ,3,A ,buffer ,,,,,,,,
J ,F ,3,B ,buffer ,,,,,,,,
J ,F ,4,A ,NA ,,,,,,,,
J ,F ,4,B ,12,,,,,,6/25/24,,
J ,F ,5,A ,952,,,,,,7/2/24,,6/25/24 wilted 
J ,F ,6,A ,768,,,,,,7/2/24,,6/25/24 wilted 
J ,F ,6,B ,1118,,,,,,6/25/24,,No leaves at planting 
J ,F ,7,A ,993,,,,,,7/2/24,,6/25/24 wilted 
NA ,F ,7,B ,IH_1_12 ,6/25/24,7/16/24,,,,,,10/9 new leaves 8/6 No leaves or buds 8/27 dying 
J ,F ,8,A ,535,,,,,,7/2/24,,6/25/24 wilted 
J ,F ,8,B ,729,,,,,,NA,7/9/24,7/9 gone 
J ,F ,9,A ,273,,,,,,7/2/24,,6/25/24 wilted 
J ,F ,9,B ,1390,,,,,,7/30/24,,7/23 stem broken/wilted 
J ,F ,10,A ,1169,,,,,,7/2/24,,
J ,F ,10,B ,1146,,,,,,7/2/24,,6/25/24 wilted 
J ,F ,11,A ,23,,,,,,7/2/24,,exposed roots / reburied 6/25/24 wilting 
J ,F ,11,B ,510,,,,,,7/2/24,,
J ,F ,12,A ,80,,,,,,7/2/24,,
J ,F ,12,B ,1178,,,,,,7/2/24,,6/25/24 wilted 
J ,F ,13,A ,645,,,,,,7/9/24,,
J ,F ,13,B ,160,,,,,,7/16/24,,7/9/24 wilted 
J ,F ,14,A ,529,,,,,,8/20/24,,
J ,F ,14,B ,1251,,,,,,NA,10/23/24,Missing 
J ,F ,15,A ,712,,,,,,7/16/24,,
J ,F ,15,B ,1200,,,,,,7/23/24,,
J ,F ,16,A ,1463,,,,,,,,
J ,F ,16,B ,401,,,,,,9/10/24,,9/3 dying 
J ,F ,17,A ,146,,,,,,7/16/24,,
J ,F ,17,B ,377,,,,,,10/9/24,,9/10 dying/9/17 reburied 
J ,F ,18,A ,131,,,,,,6/25/24,,
J ,F ,18,B ,208,,,,,,NA,10/16/24,Plant gone in pit 
K ,F ,19,A ,1061,,,,,,7/23/24,,
K ,F ,19,B ,NA ,,,,,,,,
K ,F ,20,A ,1321,,,,,,,,
K ,F ,20,B ,1338,,,,,,7/2/24,,
K ,F ,21,A ,1270,,,,,,6/25/24,,6/18 extremely wilted 
K ,F ,21,B ,520,,,,,,,,9/24 heavily herbivoried 
K ,F ,22,A ,492,,,,,,,,
K ,F ,22,B ,515,,,,,,8/20/24,,
K ,F ,23,A ,1170,,,,,,7/9/24,,
K ,F ,23,B ,108,,,,,,7/16/24,,7/23 red pick no date 
NA ,F ,24,A ,TM2_2_4 ,,,,,,7/23/24,,mistakenly coded as TM2-fruiting prior 7/23 / had fruits in 2023 and survived winter maybe dead earlier 
K ,F ,24,B ,81,,,,,,7/2/24,,
K ,F ,25,A ,402,,,,,,,,
K ,F ,25,B ,367,,,,,,7/2/24,,
NA ,F ,26,A ,WL2_8_4 ,,6/25/24,7/2/24,7/23/24,,8/27/24,,6/25/24 was budding last week/not marked 8/13 Harvest fruit 8/27 FR 
K ,F ,26,B ,13,,,,,,6/25/24,,
K ,F ,27,A ,1391,,,,,,7/2/24,,6/25/24 wilted 
K ,F ,27,B ,138,,,,,,6/25/24,,
K ,F ,39,A ,861,,,,,,,,
K ,F ,39,B ,1237,,,,,,9/24/24,,8/27 Wilted / 9/3 no leaves Stem turaid 
K ,F ,40,A ,1009,,,,,,9/24/24,,9/3 roots exposed 9/10 dying 
K ,F ,40,B ,NA ,,,,,,,,
K ,F ,41,A ,425,,,,,,8/27/24,,8/27 broke at base 
K ,F ,41,B ,547,,,,,,,,
K ,F ,42,A ,1179,,,,,,7/9/24,,
NA ,F ,42,B ,CC_3_11 ,6/18/24,7/16/24,7/23/24,8/13/24,8/13/24,10/9/24,,7/16 tiny flowers 8/2 tape 
K ,F ,43,A ,678,,,,,,6/18/24,,6/18/24 extremely wilted 
NA ,F ,43,B ,CC_8_11 ,6/25/24,7/23/24,,8/27/24,,9/17/24,,8/27 no Fruits / 9/17 no leaves/buds; removed last FR date of 9/17 since there were no fruits
K ,F ,44,A ,NA ,,,,,,,,
K ,F ,44,B ,NA ,,,,,,,,
K ,F ,45,A ,172,,,,,,7/2/24,,6/25/24 wilted 
L ,F ,45,B ,896,,,,,,,,Dead at planting 
L ,F ,46,A ,buffer ,,,,,,,,
L ,F ,46,B ,buffer ,,,,,,,,
L ,F ,47,A ,buffer ,,,,,,,,
L ,F ,47,B ,buffer ,,,,,,,,
J ,F ,1,C ,buffer ,,,,,,,,
J ,F ,1,D ,buffer ,,,,,,,,
J ,F ,2,C ,buffer ,,,,,,,,
J ,F ,2,D ,buffer ,,,,,,,,
J ,F ,3,C ,buffer ,,,,,,,,
J ,F ,3,D ,buffer ,,,,,,,,
J ,F ,4,C ,1047,,,,,,7/2/24,,6/25/24 wilted 
J ,F ,4,D ,472,,,,,,7/2/24,,6/25/24 wilted 
J ,F ,5,C ,NA ,,,,,,,,
J ,F ,5,D ,820,,,,,,7/2/24,,6/25/24 wilted 
J ,F ,6,C ,745,,,,,,7/16/24,,
J ,F ,6,D ,565,,,,,,,,
J ,F ,7,C ,1236,,,,,,7/9/24,,
J ,F ,7,D ,1249,,,,,,9/24/24,,9/10 writing 
NA ,F ,8,C ,SC_6_12 ,,,,,,,,
J ,F ,8,D ,496,,,,,,6/25/24,,
J ,F ,9,C ,930,,,,,,6/25/24,,6/18/24 no leaves 
J ,F ,9,D ,1065,,,,,,7/2/24,,
J ,F ,10,C ,NA ,,,,,,,,
J ,F ,10,D ,115,,,,,,7/2/24,,6/25/24 wilted 
J ,F ,11,C ,965,,,,,,7/2/24,,6/25/24 wilted 
J ,F ,11,D ,257,,,,,,6/25/24,,extremly wilted 
J ,F ,12,C ,1440,,,,,,7/23/24,,7/9/24 wilted 
J ,F ,12,D ,107,,,,,,7/2/24,,6/25/24 wilted 
J ,F ,13,C ,432,,,,,,6/25/24,,
J ,F ,13,D ,188,,,,,,7/2/24,,6/25/24 wilted 
J ,F ,14,C ,357,,,,,,7/16/24,,7/9/24 wilted 
J ,F ,14,D ,302,,,,,,8/20/24,,7/23 wilted 
J ,F ,15,C ,455,,,,,,6/25/24,,
J ,F ,15,D ,689,,,,,,7/2/24,,
J ,F ,16,C ,316,,,,,,7/2/24,,6/18/24 roots exposed/reburied / 6/25/24 wilted 
J ,F ,16,D ,NA ,,,,,,,,
J ,F ,17,C ,1008,,,,,,7/2/24,,
J ,F ,17,D ,NA ,,,,,,,,
J ,F ,18,C ,1453,,,,,,6/25/24,,
J ,F ,18,D ,64,,,,,,,,
J ,F ,19,C ,NA ,,,,,,,,
K ,F ,19,D ,217,,,,,,7/2/24,,6/25/24 wilted 
K ,F ,20,C ,1222,,,,,,7/9/24,,
K ,F ,20,D ,381,,,,,,,,
K ,F ,21,C ,258,,,,,,7/2/24,,6/25/24 wilted 
K ,F ,21,D ,730,,,,,,7/30/24,,7/23 wilted 
K ,F ,22,C ,295,,,,,,,,
K ,F ,22,D ,209,,,,,,7/9/24,,
NA ,F ,23,C ,SC_2_23 ,7/2/24,7/23/24,7/30/24,,8/27/24,9/17/24,,8/20 tape 9/10 harvested 
K ,F ,23,D ,473,,,,,,7/9/24,,
K ,F ,24,C ,274,,,,,,7/2/24,,6/25/24 wilted 
K ,F ,24,D ,1297,,,,,,7/23/24,,
K ,F ,25,C ,746,,,,,,7/30/24,,7/23 wilted 
K ,F ,25,D ,991,,,,,,6/25/24,,
K ,F ,26,C ,122,,,,,,6/25/24,,
K ,F ,26,D ,346,,,,,,8/20/24,,
K ,F ,27,C ,1405,,,,,,7/2/24,,
K ,F ,27,D ,908,,,,,,6/18/24,,Possible herbivory on stem at planting / no leaves. 
K ,F ,38,D ,709,,,,,,7/16/24,,7/2 base of Stem dying 
K ,F ,39,C ,571,,,,,,7/2/24,,
K ,F ,39,D ,179,,,,,,6/25/24,,
K ,F ,40,C ,65,,,,,,7/2/24,,6/25/24 wilting 
K ,F ,40,D ,554,,,,,,7/2/24,,6/25/24 wilting 
K ,F ,41,C ,329,,,,,,7/2/24,,6/25/24 wilted 
K ,F ,41,D ,314,,,,,,,,
K ,F ,42,C ,147,,,,,,7/2/24,,6/25/24 wilted 
K ,F ,42,D ,927,,,,,,7/2/24,,6/25/24 wilted 
NA ,F ,43,C ,CC_9_11 ,6/18/24,7/2/24,8/13/24,8/13/24,8/20/24,9/17/24,,7/23 FLS dead 
K ,F ,43,D ,652,,,,,,7/9/24,,6/25/24 wilted / 7/2 base of stem dying 
NA ,F ,44,C ,IH_4_11 ,,,,,,,,
K ,F ,44,D ,NA ,,,,,,,,
K ,F ,45,C ,717,,,,,,7/16/24,,
L ,F ,45,D ,buffer ,,,,,,,,
L ,F ,46,C ,66,,,,,,8/13/24,,6/18/24 roots exposed / reburied 
L ,F ,46,D ,1460,,,,,,6/25/24,,6/18/24 stem exposed / reburied 
L ,F ,47,C ,buffer ,,,,,,,,
L ,F ,47,D ,buffer ,,,,,,,,
L ,G ,1,A ,buffer ,,,,,,,,
L ,G ,1,B ,buffer ,,,,,,,,
L ,G ,2,A ,buffer ,,,,,,,,
L ,G ,2,B ,buffer ,,,,,,,,
L ,G ,3,A ,buffer ,,,,,,,,
L ,G ,3,B ,buffer ,,,,,,,,
L ,G ,4,A ,1238,,,,,,NA,10/16/24,plant gone in pit 
L ,G ,4,B ,456,,,,,,6/25/24,,
L ,G ,5,A ,1392,,,,,,7/9/24,,7/2 wilting 
NA ,G ,5,B ,IH_4_12 ,,,,,,6/18/24,,no leaves 
L ,G ,6,A ,82,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,6,B ,14,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,7,A ,537,,,,,,7/2/24,,herbivory 
L ,G ,7,B ,933,,,,,,7/2/24,,
NA ,G ,8,A ,YO7_6_15 ,6/18/24,6/25/24,7/2/24,8/13/24,8/13/24,10/9/24,,7/16 remaining flowers are dry 7/23 healthy buds 8/6/24 fruits dving 8/13 fruit dehiscing 9/17 harvest/9/24 still 
L ,G ,8,B ,499,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,9,A ,163,,,,,,6/25/24,,
L ,G ,9,B ,305,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,10,A ,387,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,10,B ,153,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,11,A ,249,,,,,,7/9/24,,7/2 roots exposed reburned 
L ,G ,11,B ,747,,,,,,7/16/24,,7/9/24 wilted 
L ,G ,12,A ,892,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,12,B ,731,,,,,,7/9/24,,7/2 wilting 
L ,G ,13,A ,606,,,,,,7/2/24,,6/18/24 very wilted/roots exposed 
L ,G ,13,B ,1501,,,,,,7/2/24,,6/18/24 roots exposed 6/25/24 wilted 
L ,G ,14,A ,365,,,,,,6/25/24,,
L ,G ,14,B ,461,,,,,,6/25/24,,
L ,G ,15,A ,275,,,,,,7/9/24,,
L ,G ,15,B ,997,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,16,A ,1445,,,,,,6/25/24,,7/23 found alive but unsure if exptal plant 
L ,G ,16,B ,134,,,,,,7/9/24,,
L ,G ,17,A ,NA ,,,,,,,,
L ,G ,17,B ,NA ,,,,,,,,
M ,G ,18,A ,475,,,,,,7/9/24,,7/9/24 wilted 
M ,G ,18,B ,833,,,,,,6/25/24,,6/18/24 very wilted 
M ,G ,19,A ,802,,,,,,7/2/24,,6/25/24 wilted 
M ,G ,19,B ,1265,,,,,,7/9/24,,
M ,G ,20,A ,169,,,,,,6/25/24,,6/18/24 very wilted 
M ,G ,20,B ,460,,,,,,6/25/24,,
M ,G ,21,A ,1239,,,,,,,,Dead at planting 
M ,G ,21,B ,710,,,,,,7/2/24,,6/18/24 wilted 
M ,G ,22,A ,1418,,,,,,7/9/24,,
M ,G ,22,B ,1456,,,,,,7/2/24,,
M ,G ,23,A ,994,,,,,,6/25/24,,
M ,G ,23,B ,550,,,,,,7/2/24,,
M ,G ,24,A ,1277,,,,,,6/25/24,,6/18/24 wilted 
M ,G ,24,B ,502,,,,,,6/25/24,,Stem partially broken at planting 
M ,G ,25,A ,1115,,,,,,6/25/24,,
M ,G ,25,B ,512,,,,,,6/25/24,,Stem partially broken at planting 
M ,G ,26,A ,561,,,,,,7/2/24,,6/25/24 wilted 
M ,G ,26,B ,276,,,,,,6/25/24,,6/18/24 wilted 
M ,G ,27,A ,388,,,,,,7/2/24,,
M ,G ,27,B ,748,,,,,,7/2/24,,6/18/24 wilted 
M ,G ,28,A ,152,,,,,,6/25/24,,
M ,G ,28,B ,440,,,,,,6/25/24,,6/18/24 wilted 
M ,G ,29,A ,1393,,,,,,7/2/24,,
M ,G ,29,B ,732,,,,,,7/2/24,,6/25/24 wilted 
M ,G ,30,A ,195,,,,,,,,
M ,G ,30,B ,NA ,,,,,,,,
NA ,G ,31,A ,BH_7_13 ,6/25/24,7/16/24,7/23/24,,,8/6/24,,7/16 dry damaged 7/30 flowers plant dying 
M ,G ,31,B ,NA ,,,,,,,,
N ,G ,32,A ,1254,,,,,,6/25/24,,
N ,G ,32,B ,43,,,,,,7/2/24,,6/25/24 wilted 
N ,G ,33,A ,556,,,,,,9/3/24,,9/10 red pick/ assumed exposed roots 9/3 dead 
N ,G ,33,B ,84,,,,,,7/2/24,,6/25/24 wilted 
